area,areasize,areatype,Bedrooms,price
Peerzadiguda,1351.0,super area,2,60.8
Kompally,1850.0,super area,3,101.0
Peeramcheru,1396.0,super area,2,76.8
Miyapur,1214.0,super area,2,59.5
Hyderabad-Karimnagar Highway,800.0,super area,2,26.0
Beeramguda,967.0,carpet area,2,52.5
Shadnagar,1350.0,carpet area,3,50.0
Hayat Nagar,2184.0,super area,3,127.0
Kapra,1700.0,super area,3,72.0
Miyapur,1330.0,carpet area,2,59.9
Manikonda,1150.0,carpet area,2,65.0
Pocharam,1325.0,super area,3,56.0
Malakpet,1230.0,super area,2,75.0
Kondapur,1433.0,super area,2,96.0
Bairagiguda,1080.0,super area,2,140.0
Jeedimetla,900.0,carpet area,1,52.0
Kushaiguda,1220.0,super area,3,57.9
Chintal,900.0,carpet area,3,100.0
Bachupally,1535.0,super area,2,76.8
,2000.0,super area,3,86.0
Bachupally,1100.0,super area,2,60.5
Chandanagar,1021.0,super area,2,34.9
Dommara Pochampalle,1219.0,super area,2,45.0
Chandanagar,766.0,carpet area,2,40.8
HMT Swarnapuri Colony,1025.0,super area,2,46.6
Gowdavalli,780.0,super area,1,34.3
Miryalaguda,2340.0,super area,3,99.0
Badangpet,1035.0,super area,2,43.5
Kokapet,1555.0,super area,3,101.0
Bowrampet,980.0,carpet area,2,45.0
Nizampet,1000.0,carpet area,2,45.0
Kukatpally,966.0,super area,2,45.0
Rampally,915.0,super area,2,55.0
Alkapuri,1550.0,super area,3,80.6
Saket,1314.0,super area,2,75.0
Toli Chowki,245.0,carpet area,3,61.1
Ghatkesar,1040.0,super area,4,78.0
Saidabad,900.0,carpet area,2,120.0
Anand Nagar-Khairatabad,843.0,carpet area,2,45.0
Hayat Nagar,1485.0,super area,2,65.0
Gudi Malkapur,1375.0,super area,3,92.0
Shamirpet,1100.0,carpet area,2,19.8
Moti Nagar,1174.0,super area,2,73.3
Manikonda,1907.0,super area,3,120.0
Kondapur,1400.0,carpet area,2,100.0
Meerpet,1075.0,carpet area,2,45.0
Madinaguda,1220.0,super area,2,75.0
Muthangi,1350.0,carpet area,2,65.0
Bachupally,1170.0,carpet area,2,37.0
Beeramguda,2360.0,carpet area,4,98.0
Gowdavalli,1350.0,super area,3,87.7
Gajularamaram,960.0,carpet area,2,59.5
Kollur,1250.0,super area,2,47.0
Manikonda,1520.0,super area,2,78.0
Chanchalguda,1050.0,carpet area,4,30.0
KPHB Road,1650.0,carpet area,3,82.0
Uppal,900.0,super area,2,55.5
International Airport,1600.0,carpet area,3,65.0
Gundlapochampally,900.0,carpet area,2,40.0
Nagaram,1413.0,carpet area,2,68.0
Kondapur,1055.0,super area,2,62.0
Aminpur,1080.0,carpet area,2,48.0
Madhapur,1005.0,carpet area,2,45.8
Shankarpalli Road,800.0,carpet area,2,45.4
LB Nagar,16200.0,carpet area,3,110.00000000000001
Ayyappa Society,1205.0,super area,2,55.0
Gundlapochampally,1352.0,carpet area,3,59.2
Narsingi,1373.0,super area,2,86.0
Narsingi,1200.0,carpet area,2,60.0
Gachibowli,1209.0,carpet area,3,95.8
Himayath Nagar,1180.0,super area,2,85.0
Kapra,2000.0,carpet area,7,75.0
Kukatpally,1452.0,super area,3,85.0
Toli Chowki,1210.0,super area,3,46.7
Qutub Shahi Tombs,1500.0,carpet area,4,140.0
Warasiguda,1485.0,super area,4,54.0
Old Alwal,1125.0,super area,2,82.0
Suchitra Circle,650.0,super area,1,24.0
Krishna Reddy Pet,40.0,carpet area,2,37.0
,695.0,carpet area,2,22.0
Manikonda,1800.0,carpet area,3,85.0
LB Nagar,1550.0,super area,2,74.4
Hyder Nagar,1620.0,super area,6,75.0
Panjagutta Colony,900.0,super area,2,45.0
Uppal,825.0,super area,2,34.0
Nagole,1134.0,super area,5,145.0
Medchal,786.0,super area,2,20.0
Rampally,1350.0,super area,2,53.0
Nizampet,575.0,carpet area,1,23.0
Mehdipatnam,730.0,super area,2,30.0
Manikonda,2353.0,super area,3,108.0
Shamshabad,1429.0,carpet area,3,125.0
Yakutpura,1800.0,super area,5,120.0
Old Bowenpally,1050.0,super area,2,42.0
Gajularamaram,886.0,super area,2,39.0
Krishna Reddy Pet,1100.0,super area,2,38.0
Sainikpuri,1250.0,super area,2,85.0
Santosh Nagar,1060.0,super area,3,48.0
Mayur Marg,1000.0,carpet area,2,75.0
Madinaguda,1220.0,carpet area,2,70.0
Kondapur,1525.0,carpet area,3,110.00000000000001
Kondapur,1450.0,super area,3,75.0
Yerrakunta,1450.0,super area,4,40.0
Suchitra Circle,1034.0,super area,2,55.0
Kompally,1270.0,carpet area,2,55.0
Madinaguda,1680.0,super area,3,95.0
Masab Tank,1402.0,super area,3,112.00000000000001
Yousufguda,1210.0,super area,3,75.0
Manikonda,1350.0,super area,3,69.8
Hyder Shah Kote,900.0,carpet area,2,100.0
Kokapet,1770.0,super area,3,120.0
Karmanghat,1350.0,super area,2,112.99999999999999
Bairagiguda,1350.0,super area,4,90.0
Chandanagar,1285.0,super area,2,75.0
Kismatpur,1000.0,carpet area,2,50.0
Hitech City,900.0,super area,2,76.8
Mettuguda,875.0,carpet area,2,67.0
Dr A.S. Rao Nagar,1275.0,carpet area,2,60.0
Fatima Nagar,450.0,carpet area,1,20.0
Malakpet,1800.0,super area,4,140.0
Toli Chowki,1480.0,carpet area,4,75.0
Badangpet,1620.0,super area,3,101.0
Peerzadiguda,1200.0,carpet area,2,70.0
Kollur,1250.0,super area,2,50.0
Nizampet,1040.0,super area,2,48.0
Bachupally,1260.0,carpet area,2,42.0
Bachupally,1175.0,super area,2,40.0
LB Nagar,1420.0,carpet area,3,85.0
Rampally,950.0,super area,2,36.0
Kukatpally Housing Board Colony,400.0,carpet area,1,27.0
,900.0,super area,2,30.0
Malakpet,180.0,carpet area,4,135.0
Aliabad,1080.0,super area,6,82.0
Nadargul,1350.0,super area,2,68.0
Peerzadiguda,1488.0,super area,3,56.0
LB Nagar,950.0,carpet area,2,50.0
Tellapur,1230.0,super area,2,65.0
Chandanagar,885.0,super area,2,44.0
Bandlaguda Jagir,2600.0,carpet area,3,140.0
Shivaji Nagar,747.0,super area,1,41.5
Kompally,933.0,super area,2,45.0
Manikonda,1825.0,super area,3,91.3
Bolarum,1510.0,super area,3,62.0
Yakutpura,900.0,super area,2,30.0
Aminpur,918.0,super area,2,40.9
Gajularamaram,1125.0,super area,2,50.0
Kings Colony,3600.0,super area,4,126.0
Begum Bazar,900.0,super area,2,35.0
Turkapally,1800.0,super area,2,52.0
Patancheru,1100.0,super area,3,100.0
Quthbullapur,670.0,super area,2,25.0
Aminpur,1200.0,carpet area,3,130.0
Red Hills,1690.0,carpet area,3,95.0
Bapu Nagar-Serilingampally,1515.0,carpet area,3,90.0
Nizampet,1425.0,super area,3,58.0
Krishna Nagar,1100.0,super area,7,110.00000000000001
,1030.0,carpet area,3,22.7
Madinaguda,570.0,super area,1,27.0
Toli Chowki,1150.0,super area,2,48.0
Injapur,1800.0,super area,3,114.99999999999999
Medchal,2350.0,super area,4,100.0
,60.0,carpet area,1,20.0
Amberpet,935.0,super area,2,45.0
Kompally,1450.0,super area,2,58.0
Ramakrishnapuram,1565.0,carpet area,3,114.99999999999999
Prashant Hills,1125.0,super area,2,70.0
Bachupally,1150.0,carpet area,2,48.0
Karwan,1080.0,super area,3,28.0
Beeramguda,1100.0,carpet area,2,40.0
Balapur,1350.0,super area,3,34.0
,1106.0,super area,2,60.0
Miyapur,1800.0,carpet area,3,94.0
Yakutpura,800.0,carpet area,4,70.0
Bachupally,1015.0,carpet area,2,45.0
Hayat Nagar,2000.0,carpet area,2,98.0
Chandanagar,700.0,super area,2,34.0
Gajularamaram,50.0,carpet area,2,39.0
Yella Reddy Guda,1360.0,super area,3,65.0
Chengicherla,1000.0,carpet area,2,67.0
Apurupa Colony,460.0,super area,1,104.0
Lingampally-Serilingampally,1200.0,carpet area,3,82.1
Medipally,1160.0,super area,2,45.0
Gandhinagar-Indira Park Road,918.0,carpet area,2,70.0
Saroornagar,384.0,super area,1,20.0
Serilingampally,950.0,carpet area,2,50.0
Langar Houz,650.0,super area,1,25.0
Bachupally,1100.0,super area,2,50.5
APHB Colony-Moula Ali,675.0,super area,4,70.0
Allwyn Colony,1200.0,carpet area,2,45.0
Gajularamaram,1000.0,carpet area,2,120.0
Alwal,850.0,super area,1,80.0
Chanda Nagar,863.0,carpet area,2,57.0
Gajularamaram,1175.0,carpet area,2,45.0
Kardhanur,1000.0,carpet area,2,20.0
Murad Nagar,980.0,carpet area,2,31.0
Ramachandra Puram,1260.0,carpet area,3,58.0
Beeramguda,600.0,carpet area,1,22.0
Himayat Sagar Village,1140.0,super area,2,60.0
Kompally,2180.0,carpet area,3,109.00000000000001
Subhash Nagar,1035.0,carpet area,2,43.0
Gachibowli,1250.0,carpet area,2,50.0
Kollur,1170.0,super area,2,35.1
Serilingampally,756.0,super area,2,100.0
Mehdipatnam,1000.0,super area,2,50.0
Nagaram,1600.0,super area,3,50.0
LB Nagar,1500.0,super area,3,65.0
Nizampet,1125.0,carpet area,2,46.0
Bandlaguda Jagir,778.0,carpet area,2,28.0
Beeramguda,1000.0,carpet area,2,38.0
Hafeezpet,1645.0,super area,3,91.0
Moula Ali,594.0,carpet area,2,30.0
Toli Chowki,1250.0,super area,2,45.0
Hitech City,1120.0,super area,3,95.0
Toli Chowki,1250.0,super area,3,48.0
Nizampet,1200.0,super area,2,38.0
Nagaram,1350.0,carpet area,2,60.0
Nizampet,1022.0,super area,2,38.0
Moti Nagar,780.0,carpet area,2,30.0
Mythri Nagar,2025.0,super area,3,145.0
Kismatpur,2898.0,super area,4,130.0
Vanasthalipuram,1450.0,super area,3,78.0
Indresham,1113.0,super area,2,33.0
Kapra,900.0,super area,2,65.0
Pocharam,1000.0,super area,2,35.0
Langar Houz,963.0,super area,3,78.0
Sri Balaji Enclave,1503.0,carpet area,2,65.0
Kistareddypet,1020.0,super area,2,36.0
Attapur,116.0,carpet area,4,52.0
Dilsukh Nagar,535.0,super area,1,19.0
Turkayamjal,1350.0,carpet area,2,75.0
Secunderabad,900.0,super area,2,40.0
Patancheru,1800.0,super area,4,78.0
Hyder Nagar,1430.0,super area,3,80.0
Darulshifa,650.0,carpet area,2,25.0
Narsingi,1860.0,super area,3,106.0
Narapally,900.0,super area,2,50.0
Muthangi,2300.0,carpet area,3,89.0
Dammaiguda,2200.0,carpet area,3,80.0
Badangpet,900.0,carpet area,2,62.0
Bhagyanagar Colony,877.0,carpet area,2,55.0
Sri Sai Nagar-Nizampet,565.0,super area,1,25.5
Manikonda,1950.0,super area,3,120.0
Chakanwad,980.0,carpet area,2,72.0
Bakaram,700.0,super area,2,25.0
,1182.0,carpet area,2,29.5
Alkapur Township,1960.0,carpet area,3,120.0
Gajularamaram,1800.0,carpet area,3,85.0
Kukatpally,1600.0,super area,3,110.00000000000001
Toli Chowki,950.0,super area,2,35.0
Boduppal,900.0,carpet area,2,47.0
Bachupally,1050.0,carpet area,2,44.5
,2057.0,carpet area,3,110.00000000000001
Pragathi Nagar,1200.0,super area,2,45.0
Alkapur Township,1170.0,carpet area,2,79.0
,580.0,carpet area,2,25.0
Madhapur,1050.0,super area,2,45.0
Badangpet,900.0,carpet area,2,58.0
Chandrayanguttabalguda,630.0,super area,2,32.0
Beeramguda,1050.0,super area,2,35.0
Boduppal,750.0,carpet area,3,95.0
Quthbullapur,1250.0,carpet area,3,50.0
Gachibowli,1530.0,super area,3,89.0
Manikonda,1500.0,carpet area,2,80.0
Gayathri Nagar,1010.0,carpet area,2,38.0
Beeramguda,1715.0,super area,2,120.0
Hasmathpet,3000.0,super area,4,125.0
,1400.0,carpet area,3,57.0
Moinabad,230.0,super area,3,100.0
Alkapur Township,1350.0,carpet area,2,75.0
Alwal,1200.0,super area,2,56.8
Peerzadiguda,1206.0,super area,2,66.0
Masjid Banda,2214.0,super area,3,88.0
Gajularamaram,1933.0,super area,3,66.0
Khairatabad,360.0,carpet area,1,65.0
Malkajgiri,1019.0,super area,2,50.0
Chanda Nagar,1180.0,carpet area,2,60.0
Gayatri Nagar-Godavari Homes,1402.0,carpet area,3,68.0
Alwal,1350.0,super area,2,45.0
Nizampet,1395.0,super area,3,65.0
Patancheru,2400.0,carpet area,4,114.99999999999999
Arunodaya Colony,1200.0,super area,2,55.0
Nizampet,1850.0,super area,3,78.0
,1800.0,super area,4,90.0
Habsiguda,980.0,super area,2,65.0
Lakdikapul,1190.0,super area,3,120.0
Nacharam,960.0,carpet area,2,56.0
,1390.0,super area,3,60.0
Allwyn Colony,1075.0,super area,2,75.0
Gudimalkapur,1900.0,super area,4,85.0
Rajendra Nagar,495.0,super area,2,30.0
Kondapur,1500.0,super area,3,100.0
Badangpet,1260.0,super area,2,53.0
Patancheru,1550.0,super area,3,100.0
Jam Bagh,1450.0,super area,3,70.0
Kondapur,800.0,carpet area,2,65.0
Malakpet,2016.0,super area,4,87.0
Narapally,1350.0,super area,2,75.0
Attapur,860.0,carpet area,2,45.0
Kachiguda,850.0,super area,1,42.0
Kistareddypet,1335.0,super area,2,46.0
LB Nagar,1135.0,carpet area,2,80.0
Miyapur,1800.0,super area,4,120.0
HUDA Techno Enclave,1500.0,super area,3,114.99999999999999
Kismatpur,2000.0,super area,4,114.99999999999999
Miyapur,1060.0,super area,2,55.0
Bachupally,950.0,carpet area,2,42.8
Hakimpet,1700.0,carpet area,6,110.00000000000001
Moosapet,905.0,super area,2,45.0
Miyapur,1545.0,super area,3,57.0
Raghavendra Nagar,1350.0,super area,3,60.0
Secunderabad,1008.0,super area,2,60.0
Kanchan Bagh,1800.0,super area,4,57.0
Balapur,1170.0,super area,2,49.0
Kondapur,1360.0,super area,2,78.0
Ghatkesar,1050.0,super area,2,30.0
Quthbullapur,1800.0,super area,3,50.0
Pragathi Nagar,1050.0,carpet area,2,46.0
Kakatiya Nagar,1780.0,super area,3,85.0
Ramdev Guda,900.0,carpet area,6,105.0
New Nagole Colony,700.0,super area,2,35.0
Kukatpally,1216.0,super area,2,65.0
Pragathi Nagar,1200.0,super area,2,60.0
Mansoorabad,1260.0,super area,2,85.0
Lalaguda,660.0,carpet area,1,25.0
Miyapur,1100.0,carpet area,2,60.0
Toli Chowki,925.0,super area,2,45.0
Parvathi Nagar-Madhapur,360.0,carpet area,1,86.0
Vishnupuri Colony,2000.0,super area,4,95.0
Masab Tank,1351.0,super area,3,95.0
S.P.Nagar,975.0,carpet area,2,30.0
Toli Chowki,1100.0,super area,3,45.0
Injapur,900.0,super area,2,35.0
Neredmet,1000.0,super area,2,38.0
Beeramguda,2000.0,super area,4,114.99999999999999
Kompally,1550.0,super area,3,75.0
Toli Chowki,1910.0,carpet area,4,77.5
Hayathnagar,2160.0,carpet area,2,85.0
Pragathi Nagar,930.0,carpet area,2,57.5
Gagan Mahal,750.0,carpet area,2,35.0
,40.0,carpet area,1,18.5
Lingampally-Serilingampally,1400.0,super area,2,72.8
Humayun Nagar,1350.0,carpet area,2,50.0
Achi Reddy Nagar,810.0,super area,2,35.0
Dammaiguda,965.0,carpet area,2,27.0
Yadagirigutta,400.0,super area,1,30.0
Shapur Nagar,1260.0,super area,9,110.00000000000001
Boduppal,1065.0,super area,2,43.0
Bajpayee Nagar,1155.0,super area,2,67.0
Rampally,1200.0,super area,2,58.0
Sanath Nagar,700.0,carpet area,1,95.0
Jagruthi Colony,1100.0,super area,2,68.2
Beeramguda,2300.0,carpet area,3,134.0
,1130.0,super area,2,37.0
Krishna Reddy Pet,191.0,carpet area,3,140.0
Shamirpet,1350.0,carpet area,2,72.0
Bandlaguda Jagir,1700.0,carpet area,3,135.0
Yella Reddy Guda,900.0,super area,2,52.0
Kondapur,1175.0,super area,2,65.0
Brindavan Colony-Toli Chowki,1200.0,super area,2,60.0
Sri Ram Colony,900.0,super area,3,55.0
Chengicherla,1400.0,super area,2,54.0
Hafeezpet,1850.0,carpet area,3,95.0
Rampally,1152.0,carpet area,4,95.0
Nizampet,1320.0,super area,3,50.0
Dr A.S. Rao Nagar,1413.0,super area,4,110.00000000000001
Dammaiguda,3000.0,super area,4,120.0
Gachibowli,1000.0,carpet area,3,130.0
Sadashivpet,1485.0,super area,2,15.0
Narsingi,1100.0,carpet area,2,70.0
Paramount Hills,1200.0,carpet area,3,55.0
Vivekananda Nagar,1600.0,super area,3,98.0
Dundigal,780.0,carpet area,2,30.0
Nizampet,1170.0,super area,3,60.0
Miyapur,1350.0,super area,2,73.0
Sri Nagar Colony,1257.0,carpet area,3,70.0
,167.0,carpet area,2,75.0
Dr A.S. Rao Nagar,1030.0,super area,2,44.0
,990.0,carpet area,4,36.0
,1600.0,carpet area,3,76.0
,1000.0,carpet area,2,55.0
,1500.0,super area,2,80.0
Jam Bagh,1450.0,super area,3,66.0
Shamirpet,1000.0,carpet area,2,19.8
Pragathi Nagar,1000.0,super area,2,39.0
Malakpet,1175.0,super area,2,42.0
Kokapet,1540.0,super area,3,100.0
Bachupally,1535.0,super area,2,76.8
Kukatpally,1100.0,super area,2,74.3
Nagaram,4500.0,super area,4,100.0
Kokapet,1085.0,super area,2,48.0
Shamirpet,1000.0,carpet area,2,22.5
Shamirpet,1100.0,carpet area,2,20.0
Kompally,1130.0,super area,3,45.0
RTC Colony-Chandanagar,935.0,super area,2,60.0
Prem Nagar-Hafeezpet,1044.0,carpet area,3,80.0
Vidyanagar,1585.0,super area,3,100.0
Humayun Nagar,850.0,carpet area,2,40.0
Rock Town Colony,800.0,carpet area,2,29.5
Nizampet,1175.0,super area,2,59.0
,1167.0,carpet area,2,60.0
Ameerpet,1200.0,carpet area,2,95.0
Miyapur,1050.0,carpet area,2,42.0
Nagole,1066.0,carpet area,2,64.0
Dilsukh Nagar,870.0,super area,2,46.0
Gopanapalli,1200.0,super area,2,51.8
Shaikpet,1760.0,super area,3,125.0
Nagaram,891.0,carpet area,2,50.0
Boduppal,1800.0,carpet area,2,120.0
Beeramguda,150.0,carpet area,4,122.0
Sainikpuri,2200.0,carpet area,4,135.0
NRSA colony,1100.0,super area,2,72.0
,1640.0,super area,3,55.0
Gangaram,,,2,70.0
Sainikpuri,1650.0,carpet area,3,123.0
Bachupally,800.0,super area,1,38.0
Uppal,605.0,super area,1,27.0
,750.0,super area,4,70.0
,80.0,carpet area,2,80.0
Shamirpet,1050.0,carpet area,2,18.0
Bhanoor,1620.0,carpet area,4,40.0
Mokila,1000.0,super area,2,40.0
Beeramguda,1250.0,carpet area,2,75.0
Nizampet,900.0,carpet area,2,59.9
Puppalaguda,1050.0,carpet area,2,50.0
Alwal,5400.0,super area,5,120.0
Kompally,1800.0,super area,3,85.0
Alwal,1158.0,super area,2,58.0
Nadergul,1200.0,carpet area,2,85.0
Kompally,800.0,super area,2,42.0
Nagaram,850.0,super area,2,34.0
,360.0,carpet area,3,52.0
KPHB Road,950.0,carpet area,2,70.0
Habsiguda,634.0,super area,1,27.0
Bandari Layout,975.0,super area,2,40.0
Narapally,1113.0,carpet area,2,54.0
,1600.0,carpet area,2,95.0
Hitech City,1039.0,carpet area,3,54.2
Bapu Nagar-Sanjeeva Reddy Nagar,1000.0,carpet area,4,55.0
Kompally,1170.0,super area,3,145.0
Nizampet,1150.0,carpet area,2,48.0
,1640.0,carpet area,3,123.0
,1350.0,carpet area,2,95.0
,962.0,carpet area,2,41.3
Isnapur,150.0,carpet area,2,20.0
Troop Bazaar,1260.0,carpet area,3,80.0
Meerpet,800.0,carpet area,1,35.0
Isnapur,1800.0,carpet area,2,80.0
Moosapet,1000.0,carpet area,2,65.0
,1584.0,super area,2,90.0
Miyapur,1200.0,super area,2,62.1
Chanda Nagar,700.0,carpet area,2,75.0
Alwal,1200.0,carpet area,2,60.0
,1080.0,carpet area,2,48.0
Miyapur,1200.0,super area,2,55.0
Bachupally,1474.0,super area,3,45.0
,1175.0,carpet area,2,38.0
Manikonda,1150.0,super area,2,65.0
Bachupally,1500.0,super area,3,75.0
Maruthi Nagar,1600.0,super area,2,120.0
,810.0,carpet area,2,25.0
Rampally,1206.0,carpet area,4,85.0
Gayatri Nagar,840.0,super area,2,45.0
,1260.0,carpet area,3,55.0
Kukatpally,930.0,super area,2,67.0
Beeramguda,2000.0,carpet area,4,125.0
Marredpally,1535.0,super area,3,119.0
Hayathnagar,1200.0,super area,3,114.99999999999999
Medchal,1300.0,super area,2,42.0
Narsingi,1150.0,super area,2,53.0
Hitech City,2015.0,super area,3,145.0
Nizampet,1150.0,super area,2,48.0
Mayur Marg,700.0,carpet area,2,45.0
Seetaphalmandi,1485.0,super area,3,140.0
Navodaya Colony-Kukatpally,1135.0,super area,2,82.0
,900.0,carpet area,2,38.0
,1145.0,carpet area,2,68.0
Kokapet,1200.0,super area,2,82.7
Suraram,1120.0,super area,2,40.3
Serilingampally,1100.0,carpet area,2,75.0
Medchal,1000.0,super area,2,30.0
Budwel,900.0,super area,4,55.0
Charlapally Central Jail,1400.0,super area,2,95.0
,1475.0,super area,3,69.0
Miyapur,1500.0,super area,3,77.6
Telecom Nagar,1178.0,super area,2,103.0
Yellamma Banda,720.0,carpet area,2,66.0
,1130.0,carpet area,2,46.0
Ahmadguda,1053.0,super area,7,75.0
Almasguda,1000.0,carpet area,2,80.0
Miyapur,1200.0,super area,2,60.5
Ragannaguda,1377.0,super area,2,53.0
Alkapur Township,1200.0,super area,2,67.3
Pragathi Nagar,1475.0,carpet area,3,52.0
Shivam Rd,850.0,super area,2,56.0
Ibrahimpatnam Road,2900.0,super area,3,125.0
,672.0,super area,1,25.0
Chandanagar,1250.0,super area,2,80.0
Malakpet,1165.0,carpet area,2,56.0
Ghatkesar,1050.0,super area,2,33.0
Balaji Colony,628.0,carpet area,2,60.0
Manneguda,2300.0,super area,3,110.00000000000001
Rampally,1280.0,carpet area,2,55.0
Janachaitanya colony,1135.0,super area,2,80.0
Kondapur,1500.0,super area,2,100.0
Upperpally,930.0,super area,2,35.0
Kukatpally,630.0,carpet area,1,44.0
Peerzadiguda,3750.0,super area,5,125.0
Kokapet,1945.0,super area,3,145.0
,1500.0,super area,3,60.0
Muthangi,1206.0,super area,2,96.0
Toli Chowki,2880.0,super area,6,140.0
,1710.0,carpet area,2,60.0
,1270.0,super area,2,55.0
Madinaguda,1300.0,super area,2,72.1
Kukatpally,1600.0,super area,3,107.0
Alwal,1030.0,super area,2,55.0
,663.0,super area,1,28.0
,145.0,carpet area,3,105.0
,1205.0,super area,2,66.0
Dundigal,1350.0,super area,2,72.0
,776.0,super area,2,30.0
Moula Ali,1250.0,carpet area,3,59.0
Saidabad,1450.0,super area,3,90.0
Isnapur,1000.0,carpet area,2,55.0
Jai Jawan Colony,3150.0,super area,6,135.0
Muthangi,1215.0,carpet area,5,130.0
Chandanagar,1200.0,super area,2,55.0
Madinaguda,1155.0,super area,2,58.5
Karkhana,1200.0,carpet area,3,65.0
,1320.0,carpet area,3,99.9
,1338.0,carpet area,3,130.0
Beeramguda,900.0,super area,2,35.6
Shaikpet,1550.0,carpet area,3,135.0
Badangpet,600.0,super area,1,43.0
Nizampet,1200.0,super area,2,55.3
Nagaram,1100.0,carpet area,2,42.0
Charminar,1800.0,super area,3,100.0
Narsingi,1325.0,super area,2,87.0
Bhagya Nagar Colony,1000.0,super area,2,50.0
Bachupally,1280.0,super area,2,48.6
Katedan Industrial Area,2394.0,super area,3,85.0
,1980.0,super area,6,79.0
,102.0,super area,1,75.0
Hyder Nagar,1200.0,super area,2,65.0
Gajularamaram,1000.0,super area,2,45.4
,650.0,carpet area,2,35.0
Financial District,980.0,super area,2,68.0
Hyderabad Expressway,500.0,super area,1,20.0
Kalyan Nagar-Moti Nagar,1280.0,super area,3,69.0
Sri Venkateshwara Colony,600.0,carpet area,2,35.0
Sikh Village,1000.0,super area,2,60.0
,760.0,carpet area,2,35.0
Gandhi Nagar,800.0,super area,2,55.0
,1350.0,carpet area,3,45.0
Mailardevpally,1125.0,carpet area,2,85.0
Gachibowli,1060.0,carpet area,2,77.5
Bhavani Nagar Colony Peeramcheru,1568.0,carpet area,3,70.0
Nizampet,1180.0,super area,2,42.0
BHEL Employees Co-operative Housing Society,1800.0,super area,2,140.0
Velimela,200.0,carpet area,2,55.0
Kurmaguda,1305.0,super area,3,95.0
Padmanagar Phase I,600.0,carpet area,2,33.0
Muthawalliguda,1125.0,carpet area,2,55.0
Madannapet,750.0,carpet area,2,35.0
Sangareddy,210.0,carpet area,2,105.0
Shameerpet,980.0,carpet area,2,45.0
Budwel,1000.0,super area,2,85.0
Jam Bagh,1300.0,super area,3,80.0
Nagole,1450.0,carpet area,2,105.0
Khaja Guda,1377.0,carpet area,3,140.0
Santosh Nagar,1270.0,super area,3,57.0
Borabanda,110.0,super area,3,70.0
Pragathi Nagar,1200.0,carpet area,2,55.0
Nizampet,1095.0,carpet area,2,65.0
Chitkul,1000.0,carpet area,2,58.0
Hafiz Baba Nagar,918.0,super area,3,72.0
APHB Colony-Moula Ali,50.0,super area,1,26.0
,797.0,super area,2,28.0
Old Bowenpally,1523.0,carpet area,3,100.0
Badangpet,1260.0,super area,3,60.0
Miyapur,1100.0,carpet area,2,52.5
,975.0,carpet area,2,43.0
,1400.0,carpet area,3,65.0
Nizampet,1130.0,carpet area,2,55.0
Bachupally,1335.0,super area,2,54.0
Nizampet,1055.0,super area,2,48.0
Yousufguda,1350.0,super area,6,90.0
Hastinapuram,2260.0,super area,3,85.0
Manikonda,1475.0,carpet area,3,75.0
,850.0,carpet area,2,40.0
,1140.0,carpet area,2,60.0
,1800.0,super area,3,107.0
Gajularamaram,1150.0,super area,2,48.0
Gopanapalli,2000.0,super area,3,110.00000000000001
Kistareddypet,1050.0,super area,2,39.0
,900.0,super area,2,43.0
Kistareddypet,1350.0,carpet area,2,135.0
,1075.0,carpet area,2,37.0
Bandlaguda Jagir,1310.0,super area,2,64.0
BN Reddy Nagar ,950.0,super area,2,55.0
Manikonda,2000.0,super area,4,80.0
Mohan Nagar,680.0,carpet area,2,28.0
,1050.0,super area,2,47.0
Gandi Maisamma,3400.0,super area,5,130.0
Narsingi,1314.0,super area,2,114.99999999999999
Moosapet,910.0,super area,2,53.0
Nandigama,152.0,carpet area,2,40.0
Almasguda,1350.0,super area,2,110.00000000000001
Bachupally,1075.0,super area,2,45.0
Bowrampet,1660.0,carpet area,3,140.0
,1197.0,super area,2,110.00000000000001
Kakatiya Hills,1150.0,carpet area,2,45.5
,1190.0,super area,> 10,35.0
,975.0,carpet area,2,26.0
Bachupally,1100.0,super area,2,37.0
AG Colony,1150.0,super area,2,77.0
Venkataramana Colony,1850.0,super area,3,80.0
Ibrahimpatnam Road,1800.0,super area,2,55.0
Malakpet,1260.0,super area,3,75.0
Rajendra Nagar,1008.0,super area,2,38.8
Triveni nagar,1200.0,super area,2,65.0
,1200.0,super area,2,80.0
,1450.0,super area,3,50.0
Saidabad,1359.0,super area,3,68.0
Kondapur,1800.0,super area,3,120.0
,880.0,carpet area,2,52.0
Kowkur,1000.0,super area,2,45.0
Khaja Guda,1053.0,carpet area,2,95.0
Suchitra Circle,1350.0,super area,3,68.6
Kukatpally,1100.0,super area,2,73.8
Manikonda,1058.0,super area,2,60.0
Langar Houz,540.0,super area,1,17.0
Phool Bagh,60.0,carpet area,2,24.0
,1100.0,super area,2,35.0
Panchasheel Enclave,1450.0,super area,3,135.0
Nizampet,1365.0,super area,3,45.0
,1295.0,super area,2,60.0
Kompally,1175.0,super area,2,62.3
,1250.0,super area,2,65.0
Begumpet,1450.0,super area,3,65.0
Pragathi Nagar,1000.0,super area,2,45.1
Saidabad,1020.0,carpet area,2,55.0
Injapur,980.0,super area,1,52.0
Mansoorabad,1075.0,super area,2,52.0
Gachibowli,1500.0,super area,3,80.0
Kakatiya Nagar,1058.0,super area,2,45.0
,700.0,carpet area,2,130.0
